Account ID        , City                          , County                                   , State         , Country      , Total Gifts (All Time), Last Gift Date, Number of Gifts Past 18 Months, Location                                  , OriginalLocation      , ResolvedCity                  , Latitude  , Longitude   , LocalArea
001PY00000ffAFuYAM, New York City                 , Brooklyn                                 , New York      , United States,                   5.0 , 2021-04-22    ,                            0.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ffAG9YAM, Village of Northport          , Suffolk                                  , New York      , United States,                2258.75, 2020-09-08    ,                            0.0, "Village of Northport, New York"          , Northport             , Village of Northport          , 40.9009595, -73.343167  , 
001PY00000ffAGCYA2, Town of Bedford               , Westchester                              , New York      , United States,               10825.0 , 2025-06-03    ,                            2.0, "Town of Bedford, New York"               , Katonah               , Town of Bedford               , 41.2558715, -73.6847453 , 
001PY00000ffAGFYA2, Village of Ossining           , Westchester                              , New York      , United States,                 105.0 , 2024-12-03    ,                            1.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ffAGJYA2, New York City                 ,                                          , New York      , United States,               28750.0 , 2024-08-13    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAGNYA2, New York City                 ,                                          , New York      , United States,                 476.81, 2023-11-28    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAGTYA2, Town of Woodstock             , Ulster                                   , New York      , United States,               14899.42, 2023-12-20    ,                            0.0, "Town of Woodstock, New York"             , Bearsville            , Town of Woodstock             , 42.040647 , -74.1551429 , 
001PY00000ffAGnYAM, Beaver Dams                   , Chemung                                  , New York      , United States,                1480.0 , 2022-04-22    ,                            0.0, "Beaver Dams, New York"                   , Beaver Dams           , Beaver Dams                   , 42.2911853, -76.9596855 , 
001PY00000ffAGoYAM, Village of Dobbs Ferry        , Westchester                              , New York      , United States,               15282.8 , 2025-06-09    ,                            4.0, "Village of Dobbs Ferry, New York"        , Dobbs Ferry           , Village of Dobbs Ferry        , 41.0145418, -73.872635  , 
001PY00000ffAHDYA2, Riverside                     , Cook County                              , Illinois      , United States,                 250.0 , 2022-12-20    ,                            0.0, "Riverside, Illinois"                     , Riverside             , Riverside                     , 41.8323474, -87.8153195 , 
001PY00000ffAHEYA2,                               , Alameda County                           , California    , United States,                 510.0 , 2024-12-16    ,                            1.0, California                                , Alameda               ,                               , 37.6090291, -121.899142 , 
001PY00000ffAHcYAM, Village of Bronxville         , Westchester                              , New York      , United States,                8631.41, 2022-11-30    ,                            0.0, "Village of Bronxville, New York"         , Bronxville            , Village of Bronxville         , 40.9381544, -73.8320784 , 
001PY00000ffAHeYAM, Town of Clarence              , Erie County                              , New York      , United States,                 525.0 , 2022-04-12    ,                            0.0, "Town of Clarence, New York"              , East Amherst          , Town of Clarence              , 43.0183913, -78.696697  , 
001PY00000ffAHlYAM, New Fairfield                 , Western Connecticut Planning Region      , Connecticut   , United States,                 250.0 , 2021-10-28    ,                            0.0, "New Fairfield, Connecticut"              , New Fairfield         , New Fairfield                 , 41.4664832, -73.4856789 , 
001PY00000ffAHqYAM, Village/Town of Mount Kisco   , Westchester                              , New York      , United States,                 105.0 , 2023-05-09    ,                            0.0, "Village/Town of Mount Kisco, New York"   , Mount Kisco           , Village/Town of Mount Kisco   , 41.2042616, -73.7270761 , 
001PY00000ffAHrYAM, Town of Hyde Park             , Nassau                                   , New York      , United States,                 899.26, 2025-10-17    ,                           19.0, "Town of Hyde Park, New York"             , Hyde Park             , Town of Hyde Park             , 41.7841956, -73.9373912 , 
001PY00000ffAHvYAM, New York City                 ,                                          , New York      , United States,                 205.0 , 2025-06-06    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAHwYAM, New York City                 ,                                          , New York      , United States,                 808.0 , 2020-12-31    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAHyYAM, Village of Goshen             , Orange                                   , New York      , United States,                 131.0 , 2020-08-27    ,                            0.0, "Village of Goshen, New York"             , Goshen                , Village of Goshen             , 41.4021497, -74.3242129 , 
001PY00000ffAI1YAM, City of Kingston              , Ulster                                   , New York      , United States,                 560.0 , 2025-09-28    ,                           18.0, "City of Kingston, New York"              , Kingston              , City of Kingston              , 41.9287812, -74.0023825 , 
001PY00000ffALiYAM, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                 200.0 , 2020-04-22    ,                            0.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ffALkYAM, Upper Saddle River            , Bergen                                   , New Jersey    , United States,                 500.0 , 2022-04-07    ,                            0.0, "Upper Saddle River, New Jersey"          , Upper Saddle River    , Upper Saddle River            , 41.0585352, -74.0984769 , 
001PY00000ffALxYAM, Town of Saugerties            , Ulster                                   , New York      , United States,                 260.0 , 2022-07-19    ,                            0.0, "Town of Saugerties, New York"            , Saugerties            , Town of Saugerties            , 42.0775906, -73.9529126 , 
001PY00000ffALzYAM, New York City                 ,                                          , New York      , United States,                2550.0 , 2022-12-31    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAM4YAM, New York City                 ,                                          , New York      , United States,                 600.0 , 2024-12-23    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAMCYA2, Midland Park                  , Bergen                                   , New Jersey    , United States,                  50.0 , 2022-12-29    ,                            0.0, "Midland Park, New Jersey"                , Midland Park          , Midland Park                  , 40.9893112, -74.1401008 , 
001PY00000ffAMIYA2, Locust Valley                 , Nassau                                   , New York      , United States,                  55.0 , 2020-12-23    ,                            0.0, "Locust Valley, New York"                 , Locust Valley         , Locust Valley                 , 40.8775225, -73.5723052 , 
001PY00000ffAMJYA2, Town of Woodstock             , Ulster                                   , New York      , United States,                 420.0 , 2020-09-22    ,                            0.0, "Town of Woodstock, New York"             , Woodstock             , Town of Woodstock             , 42.0410578, -74.1182492 , 
001PY00000ffAMKYA2, New York City                 ,                                          , New York      , United States,                2265.0 , 2025-10-17    ,                           18.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAMLYA2, City of Beacon                , Dutchess                                 , New York      , United States,                  20.0 , 2022-05-04    ,                            0.0, "City of Beacon, New York"                , Beacon                , City of Beacon                , 41.5048402, -73.9695409 , 
001PY00000ffAMPYA2, New York City                 , Queens                                   , New York      , United States,                 453.5 , 2021-06-17    ,                            0.0, "New York City, New York"                 , Jackson Heights       , City of New York              , 40.7556561, -73.8857755 , 
001PY00000ffAMTYA2, Town of Somers                , Westchester                              , New York      , United States,                 190.36, 2022-12-21    ,                            0.0, "Town of Somers, New York"                , Cortlandt Manor       , Town of Somers                , 41.2815783, -73.7131153 , 
001PY00000ffAMVYA2, New York City                 , Manhattan                                , New York      , United States,                5175.32, 2024-12-03    ,                            2.0, "New York City, New York"                 , Amsterdam             , City of Amsterdam             , 42.9362232, -74.1905821 , 
001PY00000ffAMWYA2, City of Newburgh              , Orange                                   , New York      , United States,                 635.0 , 2024-01-30    ,                            0.0, "City of Newburgh, New York"              , Newburgh              , City of Newburgh              , 41.5000767, -74.0098299 , 
001PY00000ffAMXYA2, Town of Hyde Park             , Dutchess                                 , New York      , United States,                 500.0 , 2025-03-02    ,                            1.0, "Town of Hyde Park, New York"             , Staatsburg            , Town of Hyde Park             , 41.8528601, -73.9196072 , 
001PY00000ffAMaYAM, Bernards Township             , Somerset                                 , New Jersey    , United States,                 285.0 , 2021-12-24    ,                            0.0, "Bernards Township, New Jersey"           , Basking Ridge         , Bernards Township             , 40.7064088, -74.5492725 , 
001PY00000ffAMbYAM, Burnt Hills                   , Saratoga                                 , New York      , United States,                 125.0 , 2023-10-12    ,                            0.0, "Burnt Hills, New York"                   , Burnt Hills           , Burnt Hills                   , 42.9097982, -73.8951234 , 
001PY00000ffAMfYAM, Town of New Paltz             , Ulster                                   , New York      , United States,                 690.0 , 2020-02-22    ,                            0.0, "Town of New Paltz, New York"             , New Paltz             , Town of New Paltz             , 41.7464972, -74.0844894 , 
001PY00000ffAMhYAM, Franklin Lakes                , Bergen                                   , New Jersey    , United States,               13120.0 , 2021-06-11    ,                            0.0, "Franklin Lakes, New Jersey"              , Franklin Lakes        , Franklin Lakes                , 41.0167639, -74.2057012 , 
001PY00000ffAMsYAM, Village of Hastings-on-Hudson , Westchester                              , New York      , United States,                  40.0 , 2020-10-29    ,                            0.0, "Village of Hastings-on-Hudson, New York" , Hastings-On-Hudson    , Village of Hastings-on-Hudson , 40.9946622, -73.8785922 , 
001PY00000ffAMwYAM, West Sand Lake                , Rensselaer                               , New York      , United States,                 655.0 , 2024-03-09    ,                            0.0, "West Sand Lake, New York"                , West Sand Lake        , West Sand Lake                , 42.6404633, -73.6034908 , 
001PY00000ffAMxYAM, New York City                 ,                                          , New York      , United States,                  80.0 , 2024-12-13    ,                            2.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAN4YAM, New York City                 , Brooklyn                                 , New York      , United States,                2190.0 , 2025-04-18    ,                           11.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ffAN5YAM, City of Hudson                ,                                          , New York      , United States,                  30.0 , 2020-08-10    ,                            0.0, "City of Hudson, New York"                , Hudson                , City of Hudson                , 42.2528649, -73.790959  , 
001PY00000ffAN8YAM, Village of Irvington          , Westchester                              , New York      , United States,                  70.0 , 2020-02-06    ,                            0.0, "Village of Irvington, New York"          , Irvington             , Village of Irvington          , 41.0398662, -73.872717  , 
001PY00000ffAN9YAM, New York City                 ,                                          , New York      , United States,                 214.87, 2023-04-21    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffANBYA2, Village of Nyack              , Rockland                                 , New York      , United States,                1145.0 , 2024-09-18    ,                            1.0, "Village of Nyack, New York"              , Nyack                 , Village of Nyack              , 41.091121 , -73.9196794 , 
001PY00000ffANCYA2, Chappaqua                     , Westchester                              , New York      , United States,                2005.0 , 2024-12-26    ,                            1.0, "Chappaqua, New York"                     , Chappaqua             , Chappaqua                     , 41.157284 , -73.7676998 , 
001PY00000ffANPYA2, Kill Buck                     , Cattaraugus                              , New York      , United States,                3500.0 , 2020-12-30    ,                            0.0, "Kill Buck, New York"                     , Kill Buck             , Kill Buck                     , 42.1582201, -78.6806365 , 
001PY00000ffANUYA2, Village of Cold Spring        , Putnam                                   , New York      , United States,                1260.0 , 2024-05-14    ,                            2.0, "Village of Cold Spring, New York"        , Cold Spring           , Village of Cold Spring        , 41.4200938, -73.9545831 , 
001PY00000ffANeYAM, Town of Bedford               , Westchester                              , New York      , United States,                1950.0 , 2022-11-28    ,                            0.0, "Town of Bedford, New York"               , Bedford Hills         , Town of Bedford               , 41.2351255, -73.6863002 , 
001PY00000ffANjYAM, New York City                 ,                                          , New York      , United States,              158320.0 , 2025-06-05    ,                            5.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffANmYAM, Village of Ossining           , Westchester                              , New York      , United States,                 250.0 , 2020-08-26    ,                            0.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ffANpYAM, New York City                 , Queens                                   , New York      , United States,                 420.0 , 2025-02-24    ,                            2.0, "New York City, New York"                 , Bayside               , City of New York              , 40.7684351, -73.7770774 , 
001PY00000ffAO0YAM, New York City                 ,                                          , New York      , United States,                 618.0 , 2021-01-06    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAO8YAM, Fort Montgomery               , Orange                                   , New York      , United States,               13707.0 , 2025-10-14    ,                           20.0, "Fort Montgomery, New York"               , Fort Montgomery       , Fort Montgomery               , 41.3402403, -73.9942385 , 
001PY00000ffAO9YAM, City of Troy                  , Rensselaer                               , New York      , United States,                 520.0 , 2024-12-13    ,                            1.0, "City of Troy, New York"                  , Troy                  , City of Troy                  , 42.7284117, -73.6917878 , 
001PY00000ffAOHYA2, Town of Putnam Valley         , Putnam                                   , New York      , United States,                 390.0 , 2021-09-13    ,                            0.0, "Town of Putnam Valley, New York"         , Putnam Valley         , Town of Putnam Valley         , 41.3359272, -73.8740252 , 
001PY00000ffAOKYA2, New York City                 ,                                          , New York      , United States,                6200.0 , 2022-01-07    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAOLYA2, Absecon                       , Atlantic                                 , New Jersey    , United States,                  75.75, 2025-09-21    ,                            1.0, "Absecon, New Jersey"                     , Absecon               , Absecon                       , 39.4284503, -74.4957076 , 
001PY00000ffAOOYA2, Village of Ossining           , Westchester                              , New York      , United States,                1050.0 , 2024-02-02    ,                            0.0, "Village of Ossining, New York"           , Ossining              , Village of Ossining           , 41.1613168, -73.8620367 , 
001PY00000ffAORYA2, Town of Mamaroneck            , Westchester                              , New York      , United States,                4225.0 , 2022-05-02    ,                            0.0, "Town of Mamaroneck, New York"            , Mamaroneck            , Town of Mamaroneck            , 40.9487314, -73.7331416 , 
001PY00000ffAOSYA2, Village of Croton-on-Hudson   , Westchester                              , New York      , United States,                 520.0 , 2021-01-06    ,                            0.0, "Village of Croton-on-Hudson, New York"   , Croton-On-Hudson      , Village of Croton-on-Hudson   , 41.2088215, -73.8905175 , 
001PY00000ffAOVYA2, City of Albany                , Albany                                   , New York      , United States,                1745.0 , 2024-08-01    ,                            1.0, "City of Albany, New York"                , Albany                , City of Albany                , 42.6511674, -73.754968  , 
001PY00000ffAOWYA2, Village of Altamont           , Albany                                   , New York      , United States,                 471.0 , 2020-03-12    ,                            0.0, "Village of Altamont, New York"           , Altamont              , Village of Altamont           , 42.7006324, -74.0337382 , 
001PY00000ffAOXYA2, Town of Ossining              , Westchester                              , New York      , United States,                1550.0 , 2023-12-31    ,                            0.0, "Town of Ossining, New York"              , Scarborough           , Town of Ossining              , 41.138536 , -73.8666171 , 
001PY00000ffAOcYAM, Town of Niskayuna             , Schenectady County                       , New York      , United States,                 330.0 , 2023-11-29    ,                            0.0, "Town of Niskayuna, New York"             , Niskayuna             , Town of Niskayuna             , 42.8154056, -73.8928774 , 
001PY00000ffAOfYAM, Oak Creek                     , Routt                                    , Colorado      , United States,                4630.0 , 2023-11-26    ,                            0.0, "Oak Creek, Colorado"                     , Oak Creek             , Oak Creek                     , 40.2749806, -106.9583829, 
001PY00000ffAOjYAM, Village of Scarsdale          , Westchester                              , New York      , United States,                 985.0 , 2024-12-02    ,                            1.0, "Village of Scarsdale, New York"          , Scarsdale             , Village of Scarsdale          , 40.9880495, -73.7974133 , 
001PY00000ffAOmYAM, Town of Bedford               , Westchester                              , New York      , United States,                1800.0 , 2024-12-29    ,                            1.0, "Town of Bedford, New York"               , Katonah               , Town of Bedford               , 41.2558715, -73.6847453 , 
001PY00000ffAOsYAM, New York City                 , Manhattan                                , New York      , United States,                 325.0 , 2023-12-30    ,                            0.0, "New York City, New York"                 , New City              , New City                      , 41.1509835, -73.9897782 , 
001PY00000ffAOwYAM, New York City                 ,                                          , New York      , United States,                 410.0 , 2021-10-15    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAP2YAM, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                 732.58, 2023-11-29    ,                            0.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ffAS2YAM, New York City                 ,                                          , New York      , United States,                 500.0 , 2025-06-09    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffASAYA2, Village of Sleepy Hollow      , Westchester                              , New York      , United States,                 800.0 , 2024-12-24    ,                            1.0, "Village of Sleepy Hollow, New York"      , Sleepy Hollow         , Village of Sleepy Hollow      , 41.085652 , -73.8584684 , 
001PY00000ffASDYA2, New York City                 ,                                          , New York      , United States,               13604.25, 2024-09-10    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffASHYA2, City of White Plains          , Westchester                              , New York      , United States,                 350.0 , 2022-12-26    ,                            0.0, "City of White Plains, New York"          , White Plains          , City of White Plains          , 41.0339862, -73.7629097 , 
001PY00000ffASRYA2, Venice                        , Sarasota                                 , Florida       , United States,                 965.0 , 2025-10-08    ,                            1.0, "Venice, Florida"                         , Venice                , Venice                        , 27.0998315, -82.4442832 , 
001PY00000ffASWYA2, New York City                 ,                                          , New York      , United States,                3150.0 , 2022-12-23    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffASYYA2, New York City                 , Queens                                   , New York      , United States,                2282.12, 2024-12-01    ,                            1.0, "New York City, New York"                 , Queens Village        , City of New York              , 40.7267692, -73.7415208 , 
001PY00000ffASgYAM, Town of Rhinebeck             , Dutchess                                 , New York      , United States,                 755.0 , 2020-12-11    ,                            0.0, "Town of Rhinebeck, New York"             , Rhinebeck             , Town of Rhinebeck             , 41.9267604, -73.912763  , 
001PY00000ffASzYAM, Valley Cottage                , Rockland                                 , New York      ,              ,                 100.0 , 2025-09-30    ,                            1.0, "Valley Cottage, New York"                , Valley Cottage        , Valley Cottage                , 41.117785 , -73.9442812 , 
001PY00000ffAT1YAM, Village of Briarcliff Manor   , Westchester                              , New York      , United States,               11438.5 , 2023-08-21    ,                            0.0, "Village of Briarcliff Manor, New York"   , Briarcliff Manor      , Village of Briarcliff Manor   , 41.1456512, -73.8237456 , 
001PY00000ffAT8YAM, Montclair                     , Essex                                    , New Jersey    , United States,                  95.0 , 2020-04-06    ,                            0.0, "Montclair, New Jersey"                   , Montclair             , Montclair                     , 40.8164458, -74.2210643 , 
001PY00000ffATFYA2, Village of Ardsley            , Westchester                              , New York      , United States,                 261.2 , 2025-05-13    ,                            1.0, "Village of Ardsley, New York"            , Ardsley               , Village of Ardsley            , 41.0106531, -73.8437452 , 
001PY00000ffATGYA2, New York City                 , The Bronx                                , New York      , United States,                  75.0 , 2020-12-28    ,                            0.0, "New York City, New York"                 , Bronx                 , City of New York              , 40.8466508, -73.8785937 , 
001PY00000ffATHYA2, New York City                 , Staten Island                            , New York      , United States,                 825.0 , 2025-10-09    ,                            2.0, "New York City, New York"                 , Staten Island         , City of New York              , 40.5834557, -74.1496048 , 
001PY00000ffATJYA2, Town of New Paltz             , Ulster                                   , New York      , United States,                  25.0 , 2021-04-22    ,                            0.0, "Town of New Paltz, New York"             , New Paltz             , Town of New Paltz             , 41.7464972, -74.0844894 , 
001PY00000ffATRYA2, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                 100.0 , 2020-12-21    ,                            0.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ffATWYA2, Williamsport                  , Lycoming                                 , Pennsylvania  , United States,                1275.0 , 2020-06-15    ,                            0.0, "Williamsport, Pennsylvania"              , Williamsport          , Williamsport                  , 41.2411556, -77.0011096 , 
001PY00000ffATXYA2, Montclair                     , Essex                                    , New Jersey    , United States,                2115.0 , 2024-12-24    ,                            1.0, "Montclair, New Jersey"                   , Montclair             , Montclair                     , 40.8164458, -74.2210643 , 
001PY00000ffATaYAM, New York City                 ,                                          , New York      , United States,                 100.0 , 2024-12-30    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAX1YAM, City of Newburgh              , Orange                                   , New York      , United States,                 146.35, 2022-04-21    ,                            0.0, "City of Newburgh, New York"              , Newburgh              , City of Newburgh              , 41.5000767, -74.0098299 , 
001PY00000ffAX3YAM, Town of Germantown            , Columbia                                 , New York      , United States,                 450.0 , 2023-07-12    ,                            0.0, "Town of Germantown, New York"            , Germantown            , Town of Germantown            , 42.1345339, -73.8917982 , 
001PY00000ffAXBYA2, Village of Croton-on-Hudson   , Westchester                              , New York      , United States,                1355.0 , 2024-09-23    ,                            1.0, "Village of Croton-on-Hudson, New York"   , Croton-On-Hudson      , Village of Croton-on-Hudson   , 41.2088215, -73.8905175 , 
001PY00000ffAXDYA2, Town of Mount Pleasant        , Westchester                              , New York      , United States,                2685.0 , 2023-03-22    ,                            0.0, "Town of Mount Pleasant, New York"        , Thornwood             , Town of Mount Pleasant        , 41.1187775, -73.7770788 , 
001PY00000ffAXIYA2, Ocala                         , Marion                                   , Florida       , United States,                 600.0 , 2025-07-07    ,                            1.0, "Ocala, Florida"                          , Ocala                 , Ocala                         , 29.1871986, -82.1400923 , 
001PY00000ffAXJYA2, Town of Woodstock             , Ulster                                   , New York      , United States,                 250.0 , 2020-07-20    ,                            0.0, "Town of Woodstock, New York"             , Woodstock             , Town of Woodstock             , 42.0410578, -74.1182492 , 
001PY00000ffAXNYA2, North Haledon                 , Passaic                                  , New Jersey    , United States,                 435.0 , 2020-06-29    ,                            0.0, "North Haledon, New Jersey"               , North Haledon         , North Haledon                 , 40.9550981, -74.1859782 , 
001PY00000ffAXQYA2, Ridgefield Park               , Bergen                                   , New Jersey    , United States,                  10.0 , 2025-03-18    ,                            1.0, "Ridgefield Park, New Jersey"             , Ridgefield Park       , Ridgefield Park               , 40.8570442, -74.0215285 , 
001PY00000ffAXSYA2, City of Plattsburgh           , Clinton                                  , New York      , United States,                1005.0 , 2023-05-22    ,                            0.0, "City of Plattsburgh, New York"           , Plattsburgh           , City of Plattsburgh           , 44.6960855, -73.4542915 , 
001PY00000ffAXiYAM, New York City                 ,                                          , New York      , United States,                 390.0 , 2023-02-15    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAXjYAM, Village of Tarrytown          , Westchester                              , New York      , United States,                 275.0 , 2024-12-03    ,                            1.0, "Village of Tarrytown, New York"          , Tarrytown             , Village of Tarrytown          , 41.0762077, -73.8587461 , 
001PY00000ffAXpYAM, Tenafly                       , Bergen                                   , New Jersey    , United States,                  51.75, 2021-06-21    ,                            0.0, "Tenafly, New Jersey"                     , Tenafly               , Tenafly                       , 40.9253766, -73.9629154 , 
001PY00000ffAXrYAM, Town of Bedford               , Westchester                              , New York      , United States,                 670.0 , 2023-12-05    ,                            0.0, "Town of Bedford, New York"               , Katonah               , Town of Bedford               , 41.2558715, -73.6847453 , 
001PY00000ffAXtYAM, Town of Guilderland           , Albany                                   , New York      , United States,                1723.0 , 2025-05-02    ,                            2.0, "Town of Guilderland, New York"           , Guilderland Center    , Town of Guilderland           , 42.7020217, -73.9662368 , 
001PY00000ffAXuYAM, New York City                 , Brooklyn                                 , New York      , United States,                 535.0 , 2020-01-23    ,                            0.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ffAXwYAM, Wingdale                      , Dutchess                                 , New York      , United States,                2135.0 , 2024-12-31    ,                            1.0, "Wingdale, New York"                      , Wingdale              , Wingdale                      , 41.6373657, -73.566565  , 
001PY00000ffAXxYAM, Village of Nyack              , Rockland                                 , New York      , United States,                 225.0 , 2024-04-27    ,                            1.0, "Village of Nyack, New York"              , Nyack                 , Village of Nyack              , 41.091121 , -73.9196794 , 
001PY00000ffAXzYAM, New York City                 ,                                          , New York      , United States,                  80.0 , 2023-05-16    ,                            0.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAY3YAM, Town of Somers                , Westchester                              , New York      , United States,                 900.0 , 2020-04-30    ,                            0.0, "Town of Somers, New York"                , Somers                , Town of Somers                , 41.3280884, -73.685745  , 
001PY00000ffAY4YAM, Town of Saugerties            , Ulster                                   , New York      , United States,                  40.0 , 2023-12-08    ,                            0.0, "Town of Saugerties, New York"            , Saugerties            , Town of Saugerties            , 42.0775906, -73.9529126 , 
001PY00000ffAY7YAM, Town of Brookhaven            , Suffolk                                  , New York      , United States,                 225.0 , 2021-12-31    ,                            0.0, "Town of Brookhaven, New York"            , Bellport              , Town of Brookhaven            , 40.7531775, -72.9415555 , 
001PY00000ffAYAYA2, City of Hudson                ,                                          , New York      , United States,                 300.0 , 2020-07-02    ,                            0.0, "City of Hudson, New York"                , Hudson                , City of Hudson                , 42.2528649, -73.790959  , 
001PY00000ffAYEYA2, Town of Saugerties            , Ulster                                   , New York      , United States,                  35.0 , 2023-11-10    ,                            0.0, "Town of Saugerties, New York"            , Saugerties            , Town of Saugerties            , 42.0775906, -73.9529126 , 
001PY00000ffAYHYA2, Tenafly                       , Bergen                                   , New Jersey    , United States,                 930.0 , 2024-10-10    ,                            1.0, "Tenafly, New Jersey"                     , Tenafly               , Tenafly                       , 40.9253766, -73.9629154 , 
001PY00000ffAYKYA2, City of Hudson                ,                                          , New York      , United States,                1200.0 , 2020-12-28    ,                            0.0, "City of Hudson, New York"                , Hudson                , City of Hudson                , 42.2528649, -73.790959  , 
001PY00000ffAYLYA2, Town of Somers                , Westchester                              , New York      , United States,                 410.0 , 2024-12-02    ,                            1.0, "Town of Somers, New York"                , Cortlandt Manor       , Town of Somers                , 41.2815783, -73.7131153 , 
001PY00000ffAYOYA2, New York City                 ,                                          , New York      , United States,              176900.76, 2025-06-24    ,                            5.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAYSYA2, Town of Yorktown              , Westchester                              , New York      , United States,                 985.0 , 2021-12-27    ,                            0.0, "Town of Yorktown, New York"              , Yorktown Heights      , Town of Yorktown              , 41.270178 , -73.7753539 , 
001PY00000ffAjzYAE, New York City                 ,                                          , New York      , United States,                8400.0 , 2025-06-26    ,                            2.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
001PY00000ffAkIYAU, New York City                 , Brooklyn                                 , New York      , United States,                 690.0 , 2020-12-28    ,                            0.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ffAkiYAE, New York City                 , Brooklyn                                 , New York      , United States,                1255.0 , 2022-04-20    ,                            0.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ffAkvYAE, Glasco                        , Ulster                                   , New York      , United States,                 330.0 , 2023-12-22    ,                            0.0, "Glasco, New York"                        , Glasco                , Glasco                        , 42.0450925, -73.9511267 , 
001PY00000ffAlOYAU, Hartsdale                     , Westchester                              , New York      , United States,                2000.0 , 2024-12-04    ,                            1.0, "Hartsdale, New York"                     , Hartsdale             , Hartsdale                     , 41.0130865, -73.8089743 , 
001PY00000ffAm7YAE, City of White Plains          , Westchester                              , New York      , United States,                1100.0 , 2024-12-23    ,                            1.0, "City of White Plains, New York"          , White Plains          , City of White Plains          , 41.0339862, -73.7629097 , 
001PY00000ffAmGYAU, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                 650.0 , 2020-06-29    ,                            0.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ffAmNYAU, City of Poughkeepsie          , Dutchess                                 , New York      , United States,                 805.0 , 2025-03-02    ,                           12.0, "City of Poughkeepsie, New York"          , Poughkeepsie          , City of Poughkeepsie          , 41.7065539, -73.9283672 , 
001PY00000ffAmqYAE, New York City                 , Brooklyn                                 , New York      , United States,                 500.0 , 2022-02-07    ,                            0.0, "New York City, New York"                 , Brooklyn              , City of New York              , 40.6526006, -73.9497211 , 
001PY00000ffAmsYAE, New York City                 ,                                          , New York      , United States,                1231.0 , 2024-12-23    ,                            1.0, "New York City, New York"                 , New York              , City of New York              , 40.7127281, -74.0060152 , 
